"country","year","sex","age","num_suicides","population","suicides_100k","key","gdp","gdp_per_capita","generation","region"
"Norway",2003,"female","25-34",22,321320,6.85,"Norway2003",228752436372,53533,"Generation X","Europe & Central Asia"
"Norway",2003,"female","15-24",17,269608,6.31,"Norway2003",228752436372,53533,"Millenials","Europe & Central Asia"
"Norway",2003,"female","75+",11,220907,4.98,"Norway2003",228752436372,53533,"Silent","Europe & Central Asia"
"Norway",2003,"male","5-14",6,317824,1.89,"Norway2003",228752436372,53533,"Millenials","Europe & Central Asia"
"Norway",2003,"female","5-14",3,300868,1,"Norway2003",228752436372,53533,"Millenials","Europe & Central Asia"
"Norway",2004,"male","75+",29,132357,21.91,"Norway2004",264357494659,61450,"Silent","Europe & Central Asia"
"Norway",2004,"male","35-54",138,659148,20.94,"Norway2004",264357494659,61450,"Boomers","Europe & Central Asia"
"Norway",2004,"male","15-24",58,285070,20.35,"Norway2004",264357494659,61450,"Millenials","Europe & Central Asia"
"Norway",2004,"male","25-34",59,322017,18.32,"Norway2004",264357494659,61450,"Generation X","Europe & Central Asia"
"Norway",2004,"male","55-74",75,411352,18.23,"Norway2004",264357494659,61450,"Silent","Europe & Central Asia"
"Norway",2004,"female","35-54",73,635240,11.49,"Norway2004",264357494659,61450,"Boomers","Europe & Central Asia"
"Norway",2004,"female","55-74",41,426811,9.61,"Norway2004",264357494659,61450,"Silent","Europe & Central Asia"
"Norway",2004,"female","15-24",20,273419,7.31,"Norway2004",264357494659,61450,"Millenials","Europe & Central Asia"
"Norway",2004,"female","25-34",20,315751,6.33,"Norway2004",264357494659,61450,"Generation X","Europe & Central Asia"
"Norway",2004,"female","75+",13,220877,5.89,"Norway2004",264357494659,61450,"Silent","Europe & Central Asia"
"Norway",2004,"female","5-14",3,301536,0.99,"Norway2004",264357494659,61450,"Millenials","Europe & Central Asia"
"Norway",2004,"male","5-14",0,318382,0,"Norway2004",264357494659,61450,"Millenials","Europe & Central Asia"
"Norway",2005,"male","25-34",73,316562,23.06,"Norway2005",308722079938,71215,"Generation X","Europe & Central Asia"
"Norway",2005,"male","35-54",135,665154,20.3,"Norway2005",308722079938,71215,"Boomers","Europe & Central Asia"
"Norway",2005,"male","75+",25,133579,18.72,"Norway2005",308722079938,71215,"Silent","Europe & Central Asia"
"Norway",2005,"male","55-74",73,422027,17.3,"Norway2005",308722079938,71215,"Silent","Europe & Central Asia"
"Norway",2005,"male","15-24",50,290219,17.23,"Norway2005",308722079938,71215,"Millenials","Europe & Central Asia"
"Norway",2005,"female","25-34",33,311116,10.61,"Norway2005",308722079938,71215,"Generation X","Europe & Central Asia"
"Norway",2005,"female","35-54",62,641651,9.66,"Norway2005",308722079938,71215,"Boomers","Europe & Central Asia"
"Norway",2005,"female","55-74",42,435604,9.64,"Norway2005",308722079938,71215,"Silent","Europe & Central Asia"
"Norway",2005,"female","15-24",20,278355,7.19,"Norway2005",308722079938,71215,"Millenials","Europe & Central Asia"
"Norway",2005,"female","75+",15,221019,6.79,"Norway2005",308722079938,71215,"Silent","Europe & Central Asia"
"Norway",2005,"male","5-14",4,318304,1.26,"Norway2005",308722079938,71215,"Millenials","Europe & Central Asia"
"Norway",2005,"female","5-14",1,301502,0.33,"Norway2005",308722079938,71215,"Millenials","Europe & Central Asia"
"Norway",2006,"male","75+",34,134769,25.23,"Norway2006",345424664369,79007,"Silent","Europe & Central Asia"
"Norway",2006,"male","15-24",68,296501,22.93,"Norway2006",345424664369,79007,"Millenials","Europe & Central Asia"
"Norway",2006,"male","55-74",90,432581,20.81,"Norway2006",345424664369,79007,"Silent","Europe & Central Asia"
"Norway",2006,"male","25-34",63,312881,20.14,"Norway2006",345424664369,79007,"Generation X","Europe & Central Asia"
"Norway",2006,"male","35-54",135,672675,20.07,"Norway2006",345424664369,79007,"Boomers","Europe & Central Asia"
"Norway",2006,"female","35-54",61,648666,9.4,"Norway2006",345424664369,79007,"Boomers","Europe & Central Asia"
"Norway",2006,"female","55-74",35,443984,7.88,"Norway2006",345424664369,79007,"Silent","Europe & Central Asia"
"Norway",2006,"female","25-34",21,307388,6.83,"Norway2006",345424664369,79007,"Generation X","Europe & Central Asia"
"Norway",2006,"female","15-24",18,283975,6.34,"Norway2006",345424664369,79007,"Millenials","Europe & Central Asia"
"Norway",2006,"female","75+",6,220894,2.72,"Norway2006",345424664369,79007,"Silent","Europe & Central Asia"
"Norway",2006,"male","5-14",1,317159,0.32,"Norway2006",345424664369,79007,"Millenials","Europe & Central Asia"
"Norway",2006,"female","5-14",0,300630,0,"Norway2006",345424664369,79007,"Millenials","Europe & Central Asia"
"Norway",2007,"male","75+",31,135701,22.84,"Norway2007",401082621083,90797,"Silent","Europe & Central Asia"
"Norway",2007,"male","25-34",60,312302,19.21,"Norway2007",401082621083,90797,"Generation X","Europe & Central Asia"
"Norway",2007,"male","35-54",127,682978,18.6,"Norway2007",401082621083,90797,"Boomers","Europe & Central Asia"
"Norway",2007,"male","55-74",71,443643,16,"Norway2007",401082621083,90797,"Silent","Europe & Central Asia"
"Norway",2007,"male","15-24",45,303717,14.82,"Norway2007",401082621083,90797,"Millenials","Europe & Central Asia"
"Norway",2007,"female","35-54",62,656105,9.45,"Norway2007",401082621083,90797,"Boomers","Europe & Central Asia"
"Norway",2007,"female","55-74",39,452989,8.61,"Norway2007",401082621083,90797,"Silent","Europe & Central Asia"
"Norway",2007,"female","25-34",21,305124,6.88,"Norway2007",401082621083,90797,"Generation X","Europe & Central Asia"
"Norway",2007,"female","75+",13,220209,5.9,"Norway2007",401082621083,90797,"Silent","Europe & Central Asia"
"Norway",2007,"female","15-24",14,289740,4.83,"Norway2007",401082621083,90797,"Millenials","Europe & Central Asia"
"Norway",2007,"male","5-14",2,315302,0.63,"Norway2007",401082621083,90797,"Generation Z","Europe & Central Asia"
"Norway",2007,"female","5-14",0,299559,0,"Norway2007",401082621083,90797,"Generation Z","Europe & Central Asia"
"Norway",2008,"male","75+",29,136042,21.32,"Norway2008",462554432624,103431,"Silent","Europe & Central Asia"
"Norway",2008,"male","25-34",59,314848,18.74,"Norway2008",462554432624,103431,"Generation X","Europe & Central Asia"
"Norway",2008,"male","35-54",127,694003,18.3,"Norway2008",462554432624,103431,"Boomers","Europe & Central Asia"
"Norway",2008,"male","55-74",83,455657,18.22,"Norway2008",462554432624,103431,"Silent","Europe & Central Asia"
"Norway",2008,"male","15-24",48,310905,15.44,"Norway2008",462554432624,103431,"Millenials","Europe & Central Asia"
"Norway",2008,"female","35-54",59,662760,8.9,"Norway2008",462554432624,103431,"Boomers","Europe & Central Asia"
"Norway",2008,"female","25-34",27,305368,8.84,"Norway2008",462554432624,103431,"Generation X","Europe & Central Asia"
"Norway",2008,"female","55-74",35,463679,7.55,"Norway2008",462554432624,103431,"Silent","Europe & Central Asia"
"Norway",2008,"female","75+",16,219018,7.31,"Norway2008",462554432624,103431,"Silent","Europe & Central Asia"
"Norway",2008,"female","15-24",21,296143,7.09,"Norway2008",462554432624,103431,"Millenials","Europe & Central Asia"
"Norway",2008,"male","5-14",1,314384,0.32,"Norway2008",462554432624,103431,"Generation Z","Europe & Central Asia"
"Norway",2008,"female","5-14",0,299282,0,"Norway2008",462554432624,103431,"Generation Z","Europe & Central Asia"
"Norway",2009,"male","75+",36,136204,26.43,"Norway2009",386622457580,85394,"Silent","Europe & Central Asia"
"Norway",2009,"male","55-74",111,468346,23.7,"Norway2009",386622457580,85394,"Silent","Europe & Central Asia"
"Norway",2009,"male","35-54",153,702700,21.77,"Norway2009",386622457580,85394,"Boomers","Europe & Central Asia"
"Norway",2009,"male","25-34",64,317068,20.18,"Norway2009",386622457580,85394,"Generation X","Europe & Central Asia"
"Norway",2009,"male","15-24",51,317853,16.05,"Norway2009",386622457580,85394,"Millenials","Europe & Central Asia"
"Norway",2009,"female","25-34",31,306776,10.11,"Norway2009",386622457580,85394,"Generation X","Europe & Central Asia"
"Norway",2009,"female","35-54",59,669131,8.82,"Norway2009",386622457580,85394,"Boomers","Europe & Central Asia"
"Norway",2009,"female","55-74",39,475431,8.2,"Norway2009",386622457580,85394,"Silent","Europe & Central Asia"
"Norway",2009,"female","15-24",18,302896,5.94,"Norway2009",386622457580,85394,"Millenials","Europe & Central Asia"
"Norway",2009,"female","75+",7,217354,3.22,"Norway2009",386622457580,85394,"Silent","Europe & Central Asia"
"Norway",2009,"female","5-14",3,299406,1,"Norway2009",386622457580,85394,"Generation Z","Europe & Central Asia"
"Norway",2009,"male","5-14",1,314371,0.32,"Norway2009",386622457580,85394,"Generation Z","Europe & Central Asia"
"Norway",2010,"male","75+",31,136494,22.71,"Norway2010",429130952709,93638,"Silent","Europe & Central Asia"
"Norway",2010,"male","55-74",99,481582,20.56,"Norway2010",429130952709,93638,"Silent","Europe & Central Asia"
"Norway",2010,"male","25-34",62,320142,19.37,"Norway2010",429130952709,93638,"Generation X","Europe & Central Asia"
"Norway",2010,"male","35-54",132,709067,18.62,"Norway2010",429130952709,93638,"Generation X","Europe & Central Asia"
"Norway",2010,"male","15-24",59,325364,18.13,"Norway2010",429130952709,93638,"Millenials","Europe & Central Asia"
"Norway",2010,"female","35-54",68,674673,10.08,"Norway2010",429130952709,93638,"Generation X","Europe & Central Asia"
"Norway",2010,"female","55-74",49,487412,10.05,"Norway2010",429130952709,93638,"Silent","Europe & Central Asia"
"Norway",2010,"female","25-34",24,309282,7.76,"Norway2010",429130952709,93638,"Generation X","Europe & Central Asia"
"Norway",2010,"female","75+",10,215798,4.63,"Norway2010",429130952709,93638,"Silent","Europe & Central Asia"
"Norway",2010,"female","15-24",13,309730,4.2,"Norway2010",429130952709,93638,"Millenials","Europe & Central Asia"
"Norway",2010,"male","5-14",1,313990,0.32,"Norway2010",429130952709,93638,"Generation Z","Europe & Central Asia"
"Norway",2010,"female","5-14",0,299351,0,"Norway2010",429130952709,93638,"Generation Z","Europe & Central Asia"
"Norway",2011,"male","75+",36,137152,26.25,"Norway2011",498831558926,107430,"Silent","Europe & Central Asia"
"Norway",2011,"male","35-54",161,715422,22.5,"Norway2011",498831558926,107430,"Generation X","Europe & Central Asia"
"Norway",2011,"male","25-34",73,326867,22.33,"Norway2011",498831558926,107430,"Millenials","Europe & Central Asia"
"Norway",2011,"male","55-74",103,495066,20.81,"Norway2011",498831558926,107430,"Boomers","Europe & Central Asia"
"Norway",2011,"male","15-24",58,332779,17.43,"Norway2011",498831558926,107430,"Millenials","Europe & Central Asia"
"Norway",2011,"female","35-54",72,678645,10.61,"Norway2011",498831558926,107430,"Generation X","Europe & Central Asia"
"Norway",2011,"female","55-74",39,499653,7.81,"Norway2011",498831558926,107430,"Boomers","Europe & Central Asia"
"Norway",2011,"female","25-34",23,313943,7.33,"Norway2011",498831558926,107430,"Millenials","Europe & Central Asia"
"Norway",2011,"female","15-24",20,316334,6.32,"Norway2011",498831558926,107430,"Millenials","Europe & Central Asia"
"Norway",2011,"female","75+",6,214592,2.8,"Norway2011",498831558926,107430,"Silent","Europe & Central Asia"
"Norway",2011,"female","5-14",4,299327,1.34,"Norway2011",498831558926,107430,"Generation Z","Europe & Central Asia"
"Norway",2011,"male","5-14",3,313520,0.96,"Norway2011",498831558926,107430,"Generation Z","Europe & Central Asia"
"Norway",2012,"male","75+",33,138390,23.85,"Norway2012",510229136227,108408,"Silent","Europe & Central Asia"
"Norway",2012,"male","35-54",148,721883,20.5,"Norway2012",510229136227,108408,"Generation X","Europe & Central Asia"
"Norway",2012,"male","25-34",61,336168,18.15,"Norway2012",510229136227,108408,"Millenials","Europe & Central Asia"
"Norway",2012,"male","55-74",81,508097,15.94,"Norway2012",510229136227,108408,"Boomers","Europe & Central Asia"
"Norway",2012,"male","15-24",45,338854,13.28,"Norway2012",510229136227,108408,"Millenials","Europe & Central Asia"
"Norway",2012,"female","35-54",60,682003,8.8,"Norway2012",510229136227,108408,"Generation X","Europe & Central Asia"
"Norway",2012,"female","75+",14,213622,6.55,"Norway2012",510229136227,108408,"Silent","Europe & Central Asia"
"Norway",2012,"female","15-24",21,321497,6.53,"Norway2012",510229136227,108408,"Millenials","Europe & Central Asia"
"Norway",2012,"female","55-74",33,511533,6.45,"Norway2012",510229136227,108408,"Boomers","Europe & Central Asia"
"Norway",2012,"female","25-34",17,321049,5.3,"Norway2012",510229136227,108408,"Millenials","Europe & Central Asia"
"Norway",2012,"female","5-14",1,299751,0.33,"Norway2012",510229136227,108408,"Generation Z","Europe & Central Asia"
"Norway",2012,"male","5-14",1,313738,0.32,"Norway2012",510229136227,108408,"Generation Z","Europe & Central Asia"
"Norway",2013,"male","75+",31,140291,22.1,"Norway2013",523502127660,109804,"Silent","Europe & Central Asia"
"Norway",2013,"male","35-54",154,727274,21.17,"Norway2013",523502127660,109804,"Generation X","Europe & Central Asia"
"Norway",2013,"male","55-74",92,520439,17.68,"Norway2013",523502127660,109804,"Boomers","Europe & Central Asia"
"Norway",2013,"male","25-34",56,345406,16.21,"Norway2013",523502127660,109804,"Millenials","Europe & Central Asia"
"Norway",2013,"male","15-24",44,342484,12.85,"Norway2013",523502127660,109804,"Millenials","Europe & Central Asia"
"Norway",2013,"female","35-54",75,685393,10.94,"Norway2013",523502127660,109804,"Generation X","Europe & Central Asia"
"Norway",2013,"female","55-74",52,522697,9.95,"Norway2013",523502127660,109804,"Boomers","Europe & Central Asia"
"Norway",2013,"female","25-34",24,329495,7.28,"Norway2013",523502127660,109804,"Millenials","Europe & Central Asia"
"Norway",2013,"female","15-24",20,324191,6.17,"Norway2013",523502127660,109804,"Millenials","Europe & Central Asia"
"Norway",2013,"female","75+",5,213383,2.34,"Norway2013",523502127660,109804,"Silent","Europe & Central Asia"
"Norway",2013,"male","5-14",1,315341,0.32,"Norway2013",523502127660,109804,"Generation Z","Europe & Central Asia"
"Norway",2013,"female","5-14",0,301211,0,"Norway2013",523502127660,109804,"Generation Z","Europe & Central Asia"
"Norway",2014,"male","75+",33,143089,23.06,"Norway2014",499338534779,103443,"Silent","Europe & Central Asia"
"Norway",2014,"male","55-74",110,532578,20.65,"Norway2014",499338534779,103443,"Boomers","Europe & Central Asia"
"Norway",2014,"male","35-54",147,732244,20.08,"Norway2014",499338534779,103443,"Generation X","Europe & Central Asia"
"Norway",2014,"male","25-34",71,353943,20.06,"Norway2014",499338534779,103443,"Millenials","Europe & Central Asia"
"Norway",2014,"male","15-24",38,344245,11.04,"Norway2014",499338534779,103443,"Millenials","Europe & Central Asia"
"Norway",2014,"female","55-74",51,533630,9.56,"Norway2014",499338534779,103443,"Boomers","Europe & Central Asia"
"Norway",2014,"female","35-54",51,688993,7.4,"Norway2014",499338534779,103443,"Generation X","Europe & Central Asia"
"Norway",2014,"female","25-34",20,337592,5.92,"Norway2014",499338534779,103443,"Millenials","Europe & Central Asia"
"Norway",2014,"female","15-24",17,325164,5.23,"Norway2014",499338534779,103443,"Millenials","Europe & Central Asia"
"Norway",2014,"female","75+",7,214335,3.27,"Norway2014",499338534779,103443,"Silent","Europe & Central Asia"
"Norway",2014,"male","5-14",2,317878,0.63,"Norway2014",499338534779,103443,"Generation Z","Europe & Central Asia"
"Norway",2014,"female","5-14",1,303487,0.33,"Norway2014",499338534779,103443,"Generation Z","Europe & Central Asia"
"Norway",2015,"male","55-74",119,544268,21.86,"Norway2015",386663139403,79187,"Boomers","Europe & Central Asia"
"Norway",2015,"male","75+",32,146511,21.84,"Norway2015",386663139403,79187,"Silent","Europe & Central Asia"
"Norway",2015,"male","35-54",140,736827,19,"Norway2015",386663139403,79187,"Generation X","Europe & Central Asia"
"Norway",2015,"male","25-34",64,361373,17.71,"Norway2015",386663139403,79187,"Millenials","Europe & Central Asia"
"Norway",2015,"male","15-24",43,345115,12.46,"Norway2015",386663139403,79187,"Millenials","Europe & Central Asia"
"Norway",2015,"female","55-74",62,544131,11.39,"Norway2015",386663139403,79187,"Boomers","Europe & Central Asia"
"Norway",2015,"female","25-34",31,344788,8.99,"Norway2015",386663139403,79187,"Millenials","Europe & Central Asia"
"Norway",2015,"female","35-54",61,692881,8.8,"Norway2015",386663139403,79187,"Generation X","Europe & Central Asia"
"Norway",2015,"female","75+",17,215829,7.88,"Norway2015",386663139403,79187,"Silent","Europe & Central Asia"
"Norway",2015,"female","15-24",17,325007,5.23,"Norway2015",386663139403,79187,"Millenials","Europe & Central Asia"
"Norway",2015,"female","5-14",2,305804,0.65,"Norway2015",386663139403,79187,"Generation Z","Europe & Central Asia"
"Norway",2015,"male","5-14",2,320375,0.62,"Norway2015",386663139403,79187,"Generation Z","Europe & Central Asia"
"Panama",2002,"male","55-74",26,142461,18.25,"Panama2002",12994310400,4641,"Silent","Latin America & Caribbean"
"Panama",2002,"male","35-54",45,343226,13.11,"Panama2002",12994310400,4641,"Boomers","Latin America & Caribbean"
"Panama",2002,"male","25-34",27,264880,10.19,"Panama2002",12994310400,4641,"Generation X","Latin America & Caribbean"
"Panama",2002,"male","75+",3,33044,9.08,"Panama2002",12994310400,4641,"Silent","Latin America & Caribbean"
"Panama",2002,"male","15-24",27,298701,9.04,"Panama2002",12994310400,4641,"Millenials","Latin America & Caribbean"
"Panama",2002,"female","75+",3,37924,7.91,"Panama2002",12994310400,4641,"Silent","Latin America & Caribbean"
"Panama",2002,"female","55-74",5,147510,3.39,"Panama2002",12994310400,4641,"Silent","Latin America & Caribbean"
"Panama",2002,"female","35-54",8,345505,2.32,"Panama2002",12994310400,4641,"Boomers","Latin America & Caribbean"
"Panama",2002,"female","25-34",6,260156,2.31,"Panama2002",12994310400,4641,"Generation X","Latin America & Caribbean"
"Panama",2002,"female","15-24",6,287290,2.09,"Panama2002",12994310400,4641,"Millenials","Latin America & Caribbean"
"Panama",2002,"female","5-14",2,313540,0.64,"Panama2002",12994310400,4641,"Millenials","Latin America & Caribbean"
"Panama",2002,"male","5-14",2,325809,0.61,"Panama2002",12994310400,4641,"Millenials","Latin America & Caribbean"
"Panama",2003,"male","75+",10,34443,29.03,"Panama2003",13693981200,4790,"Silent","Latin America & Caribbean"
"Panama",2003,"male","15-24",48,301615,15.91,"Panama2003",13693981200,4790,"Millenials","Latin America & Caribbean"
"Panama",2003,"male","25-34",41,269356,15.22,"Panama2003",13693981200,4790,"Generation X","Latin America & Caribbean"
"Panama",2003,"male","35-54",51,355206,14.36,"Panama2003",13693981200,4790,"Boomers","Latin America & Caribbean"
"Panama",2003,"male","55-74",21,147444,14.24,"Panama2003",13693981200,4790,"Silent","Latin America & Caribbean"
"Panama",2003,"female","15-24",10,290113,3.45,"Panama2003",13693981200,4790,"Millenials","Latin America & Caribbean"
"Panama",2003,"female","35-54",6,357483,1.68,"Panama2003",13693981200,4790,"Boomers","Latin America & Caribbean"
"Panama",2003,"female","55-74",2,153054,1.31,"Panama2003",13693981200,4790,"Silent","Latin America & Caribbean"
"Panama",2003,"female","25-34",3,264433,1.13,"Panama2003",13693981200,4790,"Generation X","Latin America & Caribbean"
"Panama",2003,"male","5-14",3,329290,0.91,"Panama2003",13693981200,4790,"Millenials","Latin America & Caribbean"
"Panama",2003,"female","5-14",0,317030,0,"Panama2003",13693981200,4790,"Millenials","Latin America & Caribbean"
"Panama",2003,"female","75+",0,39497,0,"Panama2003",13693981200,4790,"Silent","Latin America & Caribbean"
"Panama",2004,"male","75+",6,35834,16.74,"Panama2004",15013381700,5144,"Silent","Latin America & Caribbean"
"Panama",2004,"male","25-34",43,273441,15.73,"Panama2004",15013381700,5144,"Generation X","Latin America & Caribbean"
"Panama",2004,"male","55-74",22,152775,14.4,"Panama2004",15013381700,5144,"Silent","Latin America & Caribbean"
"Panama",2004,"male","35-54",50,367374,13.61,"Panama2004",15013381700,5144,"Boomers","Latin America & Caribbean"
"Panama",2004,"male","15-24",28,304470,9.2,"Panama2004",15013381700,5144,"Millenials","Latin America & Caribbean"
"Panama",2004,"female","15-24",14,292925,4.78,"Panama2004",15013381700,5144,"Millenials","Latin America & Caribbean"
"Panama",2004,"female","25-34",9,268312,3.35,"Panama2004",15013381700,5144,"Generation X","Latin America & Caribbean"
"Panama",2004,"female","35-54",9,369619,2.43,"Panama2004",15013381700,5144,"Boomers","Latin America & Caribbean"
"Panama",2004,"male","5-14",3,332938,0.9,"Panama2004",15013381700,5144,"Millenials","Latin America & Caribbean"
"Panama",2004,"female","5-14",2,320682,0.62,"Panama2004",15013381700,5144,"Millenials","Latin America & Caribbean"
"Panama",2004,"female","55-74",0,158950,0,"Panama2004",15013381700,5144,"Silent","Latin America & Caribbean"
"Panama",2004,"female","75+",0,41133,0,"Panama2004",15013381700,5144,"Silent","Latin America & Caribbean"
"Panama",2005,"male","55-74",28,158455,17.67,"Panama2005",16374393900,5499,"Silent","Latin America & Caribbean"
"Panama",2005,"male","75+",5,37238,13.43,"Panama2005",16374393900,5499,"Silent","Latin America & Caribbean"
"Panama",2005,"male","15-24",39,307165,12.7,"Panama2005",16374393900,5499,"Millenials","Latin America & Caribbean"
"Panama",2005,"male","35-54",42,379629,11.06,"Panama2005",16374393900,5499,"Boomers","Latin America & Caribbean"
"Panama",2005,"male","25-34",29,277085,10.47,"Panama2005",16374393900,5499,"Generation X","Latin America & Caribbean"
"Panama",2005,"female","15-24",11,295636,3.72,"Panama2005",16374393900,5499,"Millenials","Latin America & Caribbean"
"Panama",2005,"female","55-74",4,165201,2.42,"Panama2005",16374393900,5499,"Silent","Latin America & Caribbean"
"Panama",2005,"female","75+",1,42852,2.33,"Panama2005",16374393900,5499,"Silent","Latin America & Caribbean"
"Panama",2005,"male","5-14",5,336503,1.49,"Panama2005",16374393900,5499,"Millenials","Latin America & Caribbean"
"Panama",2005,"female","25-34",4,271734,1.47,"Panama2005",16374393900,5499,"Generation X","Latin America & Caribbean"
"Panama",2005,"female","35-54",4,381819,1.05,"Panama2005",16374393900,5499,"Boomers","Latin America & Caribbean"
"Panama",2005,"female","5-14",0,324278,0,"Panama2005",16374393900,5499,"Millenials","Latin America & Caribbean"
"Panama",2006,"male","75+",11,38964,28.23,"Panama2006",18141666300,5972,"Silent","Latin America & Caribbean"
"Panama",2006,"male","55-74",30,163874,18.31,"Panama2006",18141666300,5972,"Silent","Latin America & Caribbean"
"Panama",2006,"male","25-34",45,280685,16.03,"Panama2006",18141666300,5972,"Generation X","Latin America & Caribbean"
"Panama",2006,"male","35-54",46,391962,11.74,"Panama2006",18141666300,5972,"Boomers","Latin America & Caribbean"
"Panama",2006,"male","15-24",35,309913,11.29,"Panama2006",18141666300,5972,"Millenials","Latin America & Caribbean"
"Panama",2006,"female","15-24",7,298651,2.34,"Panama2006",18141666300,5972,"Millenials","Latin America & Caribbean"
"Panama",2006,"male","5-14",5,340413,1.47,"Panama2006",18141666300,5972,"Millenials","Latin America & Caribbean"
"Panama",2006,"female","25-34",3,275020,1.09,"Panama2006",18141666300,5972,"Generation X","Latin America & Caribbean"
"Panama",2006,"female","55-74",1,171367,0.58,"Panama2006",18141666300,5972,"Silent","Latin America & Caribbean"
"Panama",2006,"female","5-14",1,328131,0.3,"Panama2006",18141666300,5972,"Millenials","Latin America & Caribbean"
"Panama",2006,"female","35-54",1,394079,0.25,"Panama2006",18141666300,5972,"Boomers","Latin America & Caribbean"
"Panama",2006,"female","75+",0,44900,0,"Panama2006",18141666300,5972,"Silent","Latin America & Caribbean"
"Panama",2007,"male","75+",7,40649,17.22,"Panama2007",21295984200,6876,"Silent","Latin America & Caribbean"
"Panama",2007,"male","35-54",63,404333,15.58,"Panama2007",21295984200,6876,"Boomers","Latin America & Caribbean"
"Panama",2007,"male","55-74",22,169617,12.97,"Panama2007",21295984200,6876,"Silent","Latin America & Caribbean"
"Panama",2007,"male","15-24",31,312490,9.92,"Panama2007",21295984200,6876,"Millenials","Latin America & Caribbean"
"Panama",2007,"male","25-34",27,283781,9.51,"Panama2007",21295984200,6876,"Generation X","Latin America & Caribbean"
"Panama",2007,"female","25-34",6,277823,2.16,"Panama2007",21295984200,6876,"Generation X","Latin America & Caribbean"
"Panama",2007,"female","35-54",7,406328,1.72,"Panama2007",21295984200,6876,"Boomers","Latin America & Caribbean"
"Panama",2007,"female","15-24",5,301555,1.66,"Panama2007",21295984200,6876,"Millenials","Latin America & Caribbean"
"Panama",2007,"female","5-14",2,331670,0.6,"Panama2007",21295984200,6876,"Generation Z","Latin America & Caribbean"
"Panama",2007,"female","55-74",1,177879,0.56,"Panama2007",21295984200,6876,"Silent","Latin America & Caribbean"
"Panama",2007,"female","75+",0,46968,0,"Panama2007",21295984200,6876,"Silent","Latin America & Caribbean"
"Panama",2007,"male","5-14",0,344045,0,"Panama2007",21295984200,6876,"Generation Z","Latin America & Caribbean"
"Panama",2008,"male","25-34",43,286535,15.01,"Panama2008",25155888600,7972,"Generation X","Latin America & Caribbean"
"Panama",2008,"male","15-24",42,315047,13.33,"Panama2008",25155888600,7972,"Millenials","Latin America & Caribbean"
"Panama",2008,"male","55-74",23,175747,13.09,"Panama2008",25155888600,7972,"Silent","Latin America & Caribbean"
"Panama",2008,"male","35-54",38,416678,9.12,"Panama2008",25155888600,7972,"Boomers","Latin America & Caribbean"
"Panama",2008,"male","75+",3,42311,7.09,"Panama2008",25155888600,7972,"Silent","Latin America & Caribbean"
"Panama",2008,"female","75+",2,49093,4.07,"Panama2008",25155888600,7972,"Silent","Latin America & Caribbean"
"Panama",2008,"female","15-24",12,304442,3.94,"Panama2008",25155888600,7972,"Millenials","Latin America & Caribbean"
"Panama",2008,"female","55-74",4,184787,2.16,"Panama2008",25155888600,7972,"Silent","Latin America & Caribbean"
"Panama",2008,"female","25-34",5,280340,1.78,"Panama2008",25155888600,7972,"Generation X","Latin America & Caribbean"
"Panama",2008,"female","35-54",7,418521,1.67,"Panama2008",25155888600,7972,"Boomers","Latin America & Caribbean"
"Panama",2008,"male","5-14",5,347309,1.44,"Panama2008",25155888600,7972,"Generation Z","Latin America & Caribbean"
"Panama",2008,"female","5-14",2,334826,0.6,"Panama2008",25155888600,7972,"Generation Z","Latin America & Caribbean"
"Panama",2009,"male","25-34",44,289198,15.21,"Panama2009",27116635600,8436,"Generation X","Latin America & Caribbean"
"Panama",2009,"male","55-74",27,182355,14.81,"Panama2009",27116635600,8436,"Silent","Latin America & Caribbean"
"Panama",2009,"male","35-54",42,428945,9.79,"Panama2009",27116635600,8436,"Boomers","Latin America & Caribbean"
"Panama",2009,"male","15-24",29,317792,9.13,"Panama2009",27116635600,8436,"Millenials","Latin America & Caribbean"
"Panama",2009,"male","75+",4,43998,9.09,"Panama2009",27116635600,8436,"Silent","Latin America & Caribbean"
"Panama",2009,"female","15-24",16,307454,5.2,"Panama2009",27116635600,8436,"Millenials","Latin America & Caribbean"
"Panama",2009,"female","55-74",3,192158,1.56,"Panama2009",27116635600,8436,"Silent","Latin America & Caribbean"
"Panama",2009,"female","25-34",4,282846,1.41,"Panama2009",27116635600,8436,"Generation X","Latin America & Caribbean"
"Panama",2009,"female","35-54",4,430632,0.93,"Panama2009",27116635600,8436,"Boomers","Latin America & Caribbean"
"Panama",2009,"male","5-14",3,350210,0.86,"Panama2009",27116635600,8436,"Generation Z","Latin America & Caribbean"
"Panama",2009,"female","5-14",1,337598,0.3,"Panama2009",27116635600,8436,"Generation Z","Latin America & Caribbean"
"Panama",2009,"female","75+",0,51327,0,"Panama2009",27116635600,8436,"Silent","Latin America & Caribbean"
"Panama",2010,"male","75+",7,45741,15.3,"Panama2010",29440287600,8991,"Silent","Latin America & Caribbean"
"Panama",2010,"male","25-34",41,291915,14.05,"Panama2010",29440287600,8991,"Generation X","Latin America & Caribbean"
"Panama",2010,"male","35-54",43,441040,9.75,"Panama2010",29440287600,8991,"Generation X","Latin America & Caribbean"
"Panama",2010,"male","55-74",17,189488,8.97,"Panama2010",29440287600,8991,"Silent","Latin America & Caribbean"
